$GPRMC,095345.000,A,5907.6890,N,01016.4566,E,0.00,0.00,180415,,,A*62
$GPRMC,095346.000,A,5907.6889,N,01016.4566,E,0.00,0.00,180415,,,A*69
$GPRMC,095347.000,A,5907.6889,N,01016.4566,E,0.01,0.00,180415,,,A*69
$GPRMC,095349.000,A,5907.6889,N,01016.4567,E,0.00,0.00,180415,,,A*67
$GPRMC,095353.000,A,5907.6890,N,01016.4571,E,0.00,0.00,180415,,,A*63
$GPRMC,095354.000,A,5907.6891,N,01016.4571,E,0.00,0.00,180415,,,A*65
$GPRMC,095355.000,A,5907.6891,N,01016.4571,E,0.00,0.00,180415,,,A*64
$GPRMC,095356.000,A,5907.6891,N,01016.4571,E,0.00,0.00,180415,,,A*67
$GPRMC,095357.000,A,5907.6891,N,01016.4571,E,0.00,0.00,180415,,,A*66
$GPRMC,095358.000,A,5907.6891,N,01016.4571,E,0.00,0.00,180415,,,A*69
$GPRMC,095359.000,A,5907.6891,N,01016.4571,E,0.01,0.00,180415,,,A*69
$GPRMC,095400.000,A,5907.6891,N,01016.4571,E,0.00,0.00,180415,,,A*63
$GPRMC,095401.000,A,5907.6891,N,01016.4571,E,0.01,0.00,180415,,,A*63
$GPRMC,095402.000,A,5907.6891,N,01016.4571,E,0.00,0.00,180415,,,A*61
$GPRMC,095403.000,A,5907.6891,N,01016.4571,E,0.01,0.00,180415,,,A*61
$GPRMC,095404.000,A,5907.6891,N,01016.4571,E,0.00,0.00,180415,,,A*67
$GPRMC,095405.000,A,5907.6891,N,01016.4571,E,0.00,0.00,180415,,,A*66
$GPRMC,095406.000,A,5907.6891,N,01016.4571,E,0.00,0.00,180415,,,A*65
$GPRMC,095407.000,A,5907.6891,N,01016.4571,E,0.01,0.00,180415,,,A*65
$GPRMC,095408.000,A,5907.6891,N,01016.4571,E,0.00,0.00,180415,,,A*6B
$GPRMC,095409.000,A,5907.6891,N,01016.4571,E,0.00,0.00,180415,,,A*6A
$GPRMC,095410.000,A,5907.6891,N,01016.4571,E,0.01,0.00,180415,,,A*63
$GPRMC,095411.000,A,5907.6891,N,01016.4571,E,0.00,0.00,180415,,,A*63
$GPRMC,095412.000,A,5907.6891,N,01016.4571,E,0.00,0.00,180415,,,A*60
$GPRMC,095413.000,A,5907.6891,N,01016.4571,E,0.00,0.00,180415,,,A*61
$GPRMC,095414.000,A,5907.6891,N,01016.4571,E,0.00,0.00,180415,,,A*66
$GPRMC,095415.000,A,5907.6891,N,01016.4571,E,0.00,0.00,180415,,,A*67
$GPRMC,095416.000,A,5907.6890,N,01016.4571,E,0.00,0.00,180415,,,A*65
$GPRMC,095417.000,A,5907.6890,N,01016.4571,E,0.00,0.00,180415,,,A*64
$GPRMC,095418.000,A,5907.6890,N,01016.4571,E,0.00,0.00,180415,,,A*6B
$GPRMC,095419.000,A,5907.6890,N,01016.4571,E,0.01,0.00,180415,,,A*6B
$GPRMC,095420.000,A,5907.6890,N,01016.4571,E,0.00,0.00,180415,,,A*60
$GPRMC,095421.000,A,5907.6890,N,01016.4571,E,0.00,0.00,180415,,,A*61
$GPRMC,095422.000,A,5907.6890,N,01016.4571,E,0.00,0.00,180415,,,A*62
$GPRMC,095423.000,A,5907.6890,N,01016.4571,E,0.00,0.00,180415,,,A*63
$GPRMC,095424.000,A,5907.6890,N,01016.4571,E,0.00,0.00,180415,,,A*64
$GPRMC,095425.000,A,5907.6890,N,01016.4571,E,0.00,0.00,180415,,,A*65
$GPRMC,095426.000,A,5907.6890,N,01016.4571,E,0.00,0.00,180415,,,A*66
$GPRMC,095427.000,A,5907.6890,N,01016.4571,E,0.00,0.00,180415,,,A*67
$GPRMC,095429.274,A,5907.6900,N,01016.4563,E,0.10,0.00,180415,,,A*62
$GPRMC,095433.000,A,5907.6890,N,01016.4562,E,0.05,0.00,180415,,,A*65
$GPRMC,095434.000,A,5907.6888,N,01016.4562,E,0.03,0.00,180415,,,A*6D
$GPRMC,095435.000,A,5907.6888,N,01016.4563,E,0.02,0.00,180415,,,A*6C
$GPRMC,095436.000,A,5907.6888,N,01016.4560,E,0.01,0.00,180415,,,A*6F
$GPRMC,095437.000,A,5907.6887,N,01016.4558,E,0.04,0.00,180415,,,A*6F
$GPRMC,095438.000,A,5907.6887,N,01016.4558,E,0.02,0.00,180415,,,A*66
$GPRMC,095439.000,A,5907.6886,N,01016.4557,E,0.03,0.00,180415,,,A*68
$GPRMC,095440.000,A,5907.6886,N,01016.4558,E,0.01,0.00,180415,,,A*6B
$GPRMC,095441.000,A,5907.6886,N,01016.4558,E,0.07,0.00,180415,,,A*6C
$GPRMC,095442.000,A,5907.6885,N,01016.4559,E,0.02,0.00,180415,,,A*68
$GPRMC,095443.000,A,5907.6887,N,01016.4565,E,0.07,0.00,180415,,,A*61
$GPRMC,095444.000,A,5907.6888,N,01016.4569,E,0.10,0.00,180415,,,A*63
$GPRMC,095445.000,A,5907.6889,N,01016.4573,E,0.07,0.00,180415,,,A*6E
$GPRMC,095446.000,A,5907.6890,N,01016.4575,E,0.03,0.00,180415,,,A*67
$GPRMC,095447.000,A,5907.6891,N,01016.4576,E,0.01,0.00,180415,,,A*66
$GPRMC,095448.000,A,5907.6891,N,01016.4577,E,0.01,0.00,180415,,,A*68
$GPRMC,095449.000,A,5907.6891,N,01016.4578,E,0.01,0.00,180415,,,A*66
$GPRMC,095450.000,A,5907.6892,N,01016.4579,E,0.00,0.00,180415,,,A*6D
