day,month,year,hour,minute,second,curLat,curLon,wpLat,wpLon,heading
18,4,2015,9,53,49,59.128147,10.274279,59.128105,10.273855,259.319672
18,4,2015,9,53,53,59.128147,10.274283,59.128105,10.273855,259.423859
18,4,2015,9,53,54,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,53,55,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,53,56,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,53,57,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,53,58,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,53,59,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,54,0,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,54,1,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,54,2,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,54,3,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,54,4,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,54,5,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,54,6,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,54,7,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,54,8,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,54,9,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,54,10,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,54,11,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,54,12,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,54,13,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,54,14,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,54,15,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,54,16,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,54,17,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,54,18,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,54,19,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,54,20,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,54,21,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,54,22,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,54,23,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,54,24,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,54,25,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,54,26,59.128147,10.274283,59.127853,10.273608,229.681839
18,4,2015,9,54,29,59.128166,10.274270,59.128105,10.273855,253.895660
18,4,2015,9,54,33,59.128147,10.274268,59.128105,10.273855,259.061188
18,4,2015,9,54,34,59.128147,10.274268,59.128105,10.273855,259.061188
18,4,2015,9,54,35,59.128147,10.274270,59.127670,10.273144,230.395737
18,4,2015,9,54,36,59.128147,10.274265,59.127670,10.273144,230.267365
18,4,2015,9,54,37,59.128139,10.274263,59.127670,10.273144,230.629272
18,4,2015,9,54,38,59.128139,10.274263,59.127670,10.273144,230.629272
18,4,2015,9,54,39,59.128139,10.274260,59.127670,10.273144,230.543381
18,4,2015,9,54,40,59.128139,10.274263,59.127670,10.273144,230.629272
18,4,2015,9,54,41,59.128139,10.274263,59.127670,10.273144,230.629272
18,4,2015,9,54,42,59.128139,10.274263,59.127670,10.273144,230.629272
18,4,2015,9,54,43,59.128139,10.274273,59.127670,10.273144,230.863846
18,4,2015,9,54,44,59.128147,10.274282,59.127670,10.273144,230.671478
18,4,2015,9,54,45,59.128147,10.274286,59.127670,10.273144,230.797668
18,4,2015,9,54,46,59.128147,10.274292,59.127670,10.273144,230.923187
18,4,2015,9,54,47,59.128147,10.274292,59.127670,10.273144,230.923187
18,4,2015,9,54,48,59.128147,10.274295,59.127670,10.273144,231.006485
18,4,2015,9,54,49,59.128147,10.274297,59.127670,10.273144,231.048004
18,4,2015,9,54,50,59.128147,10.274297,59.127670,10.273144,231.048004
18,4,2015,9,54,51,59.128147,10.274297,59.127670,10.273144,231.048004
18,4,2015,9,54,52,59.128159,10.274297,59.127670,10.273144,230.650101
18,4,2015,9,54,53,59.128159,10.274297,59.127670,10.273144,230.650101
18,4,2015,9,54,54,59.128159,10.274297,59.127670,10.273144,230.650101
18,4,2015,9,54,55,59.128159,10.274297,59.127670,10.273144,230.650101
18,4,2015,9,54,56,59.128159,10.274297,59.127670,10.273144,230.650101
18,4,2015,9,54,57,59.128159,10.274297,59.127670,10.273144,230.650101
18,4,2015,9,54,58,59.128159,10.274297,59.127670,10.273144,230.650101
18,4,2015,9,54,59,59.128159,10.274295,59.127670,10.273144,230.608429
18,4,2015,9,55,0,59.128159,10.274295,59.127670,10.273144,230.608429
18,4,2015,9,55,1,59.128159,10.274295,59.127670,10.273144,230.608429
18,4,2015,9,55,2,59.128159,10.274295,59.127670,10.273144,230.608429
18,4,2015,9,55,3,59.128159,10.274295,59.127670,10.273144,230.608429
18,4,2015,9,55,4,59.128159,10.274295,59.127670,10.273144,230.608429
18,4,2015,9,55,5,59.128159,10.274295,59.127670,10.273144,230.608429
18,4,2015,9,55,6,59.128159,10.274295,59.127670,10.273144,230.608429
18,4,2015,9,55,7,59.128159,10.274295,59.127670,10.273144,230.608429
18,4,2015,9,55,8,59.128159,10.274295,59.127670,10.273144,230.608429
18,4,2015,9,55,9,59.128159,10.274295,59.127670,10.273144,230.608429
18,4,2015,9,55,10,59.128159,10.274295,59.127670,10.273144,230.608429
18,4,2015,9,55,11,59.128159,10.274295,59.127670,10.273144,230.608429
18,4,2015,9,55,12,59.128159,10.274295,59.127670,10.273144,230.608429
18,4,2015,9,55,13,59.128159,10.274295,59.127670,10.273144,230.608429
18,4,2015,9,55,14,59.128159,10.274295,59.127670,10.273144,230.608429
18,4,2015,9,55,15,59.128159,10.274286,59.127670,10.273144,230.399048
18,4,2015,9,55,16,59.128147,10.274273,59.127670,10.273144,230.459656
18,4,2015,9,55,17,59.128139,10.274259,59.127670,10.273144,230.500320
18,4,2015,9,55,18,59.128132,10.274237,59.127670,10.273144,230.366837
18,4,2015,9,55,19,59.128132,10.274210,59.127670,10.273144,229.652618
18,4,2015,9,55,20,59.128124,10.274181,59.127670,10.273144,229.738937
18,4,2015,9,55,21,59.128124,10.274148,59.127670,10.273144,228.814713
18,4,2015,9,55,22,59.128124,10.274103,59.127670,10.273144,227.501740
