hhmmss.ss,49.86142731,-10.39898682,214.200,39.742,5632079.0,0.00000000,0.00000000
hhmmss.ss,49.71490097,-10.55333900,214.300,39.517,5618852.0,0.00000000,0.00000000
hhmmss.ss,49.57589340,-10.75724125,223.600,39.228,5607364.5,0.00000000,0.00000000
hhmmss.ss,49.51195526,-10.91226196,237.600,39.015,5603198.0,0.00000000,0.00000000
hhmmss.ss,49.38124847,-11.22464561,237.400,38.589,5594754.0,0.00000000,0.00000000
hhmmss.ss,49.32722092,-11.48480225,252.400,38.244,5593767.0,0.00000000,0.00000000
hhmmss.ss,49.23517990,-11.76637554,243.500,37.863,5589241.0,0.00000000,0.00000000
hhmmss.ss,49.09710312,-11.95937920,222.500,37.585,5578201.5,0.00000000,0.00000000
hhmmss.ss,49.03810120,-12.16059589,246.000,37.313,5575877.0,0.00000000,0.00000000
hhmmss.ss,48.98849106,-12.46605396,256.200,36.911,5576766.0,0.00000000,0.00000000
hhmmss.ss,48.97071838,-12.69655514,263.400,36.611,5579642.5,0.00000000,0.00000000
hhmmss.ss,48.91211700,-12.89259815,245.600,36.348,5577532.5,0.00000000,0.00000000
hhmmss.ss,48.79439163,-13.28187275,245.500,35.821,5573426.0,0.00000000,0.00000000
hhmmss.ss,48.70330429,-13.54568672,242.500,35.462,5569620.5,0.00000000,0.00000000
hhmmss.ss,48.64847183,-13.78884697,251.200,35.137,5569320.0,0.00000000,0.00000000
hhmmss.ss,48.58886719,-13.97968769,244.800,34.877,5567413.0,0.00000000,0.00000000
hhmmss.ss,48.41143417,-14.12209892,208.100,34.648,5552027.0,0.00000000,0.00000000
hhmmss.ss,48.27121735,-14.24433613,210.100,34.454,5540152.5,0.00000000,0.00000000
hhmmss.ss,48.17662048,-14.44772720,235.200,34.168,5535090.5,0.00000000,0.00000000
hhmmss.ss,48.04592133,-14.66704464,228.300,33.852,5526731.0,0.00000000,0.00000000
hhmmss.ss,47.91971207,-14.93389034,234.900,33.475,5520163.5,0.00000000,0.00000000
hhmmss.ss,47.78945160,-15.14861202,228.000,33.162,5512005.0,0.00000000,0.00000000
hhmmss.ss,47.69595718,-15.34389019,234.600,32.885,5507295.0,0.00000000,0.00000000
hhmmss.ss,47.66477966,-15.40868950,234.500,32.793,5505737.0,0.00000000,0.00000000
hhmmss.ss,47.54120255,-15.66485977,234.500,32.428,5499644.0,0.00000000,0.00000000
hhmmss.ss,47.41790390,-15.91837406,234.400,32.067,5493669.5,0.00000000,0.00000000
hhmmss.ss,47.32949066,-16.15522003,241.200,31.736,5491002.5,0.00000000,0.00000000
hhmmss.ss,47.24087906,-16.39056206,241.100,31.409,5488399.0,0.00000000,0.00000000
hhmmss.ss,47.10924530,-16.54288864,218.200,31.172,5479126.5,0.00000000,0.00000000
hhmmss.ss,46.96997070,-16.59887314,195.300,31.055,5466379.0,0.00000000,0.00000000
hhmmss.ss,46.83500290,-16.70176506,207.600,30.880,5455454.0,0.00000000,0.00000000
hhmmss.ss,46.74273300,-16.88458252,233.700,30.614,5451299.5,0.00000000,0.00000000
