curLat,curLon,wpLat,wpLon,heading
0.018965,0.0785483,0.0193817,0.082125,83.3552
0.018955,0.0794833,0.0189233,0.0926867,90.1374
0.018945,0.08042,0.0189233,0.0926867,90.1012
0.0189367,0.0811683,0.0189233,0.0926867,90.0663
0.0191133,0.0821067,0.0189233,0.0926867,91.0288
0.0191067,0.0826667,0.0189233,0.0926867,91.0482
0.0194717,0.0836067,0.0189233,0.0926867,93.4558
0.01946,0.0845433,0.0189233,0.0926867,93.7705
0.01964,0.0852933,0.0189233,0.0926867,95.5366
0.0198183,0.0860433,0.0189233,0.0926867,97.6728
0.0199967,0.0867933,0.0189233,0.0926867,100.322
0.0199867,0.08773,0.0189233,0.0926867,102.108
0.0199767,0.088665,0.0189233,0.0926867,104.677
0.0199667,0.0896017,0.0189233,0.0926867,108.685
0.019955,0.0905367,0.018705,0.10351,95.5035
0.020135,0.0912867,0.018705,0.10351,96.6727
0.020125,0.0922233,0.018705,0.10351,97.1708
0.0201167,0.0929717,0.018705,0.10351,97.6297
0.020105,0.0939067,0.018705,0.10351,98.2943
0.020285,0.0946567,0.018705,0.10351,100.119
0.02065,0.09541,0.018705,0.10351,103.502
0.021205,0.0959767,0.018705,0.10351,108.359
0.02176,0.0963583,0.018705,0.10351,113.131
0.02232,0.0967383,0.018705,0.10351,118.095
0.0230633,0.09712,0.018705,0.10351,124.296
0.0238083,0.0975033,0.018705,0.10351,130.352
0.0247417,0.0975133,0.018705,0.10351,135.19
0.0254917,0.09752,0.018705,0.10351,138.568
0.0260467,0.0979017,0.018705,0.10351,142.624
0.02698,0.0981,0.018705,0.10351,146.824
0.0277283,0.098295,0.018705,0.10351,149.974
0.0286583,0.09868,0.018705,0.10351,154.114
0.029405,0.098875,0.018705,0.10351,156.579
0.0301517,0.0990717,0.018705,0.10351,158.807
0.030895,0.0994517,0.018705,0.10351,161.586
0.0316417,0.0996483,0.0289417,0.0518833,266.765
0.0320133,0.09984,0.0289417,0.0518833,266.335
0.0329467,0.100037,0.0289417,0.0518833,265.246
0.03388,0.100235,0.0289417,0.0518833,264.168
0.0346233,0.100618,0.0289417,0.0518833,263.35
0.0355567,0.100815,0.0289417,0.0518833,262.301
0.0364883,0.1012,0.0289417,0.0518833,261.3
0.0376067,0.101587,0.0289417,0.0518833,260.111
0.03872,0.102347,0.0289417,0.0518833,259.034
0.0394633,0.102917,0.0289417,0.0518833,258.35
0.040205,0.103487,0.0289417,0.0518833,257.687
0.040945,0.104243,0.0289417,0.0518833,257.088
0.0416867,0.104812,0.0523,0.153648,77.739
0.04243,0.105195,0.0523,0.153648,78.4863
0.043175,0.105578,0.0523,0.153648,79.2516
0.0439167,0.10596,0.0523,0.153648,80.0296
0.0450367,0.106345,0.0523,0.153648,81.2705
0.0459717,0.106357,0.0523,0.153648,82.3782
0.0470933,0.106557,0.0523,0.153648,83.6907
0.0482133,0.106755,0.0523,0.153648,85.0193
0.0487717,0.10695,0.0523,0.153648,85.6791
0.0497067,0.10696,0.0523,0.153648,86.8207
0.0502683,0.106967,0.0523,0.153648,87.5079
0.0512033,0.106977,0.0523,0.153648,88.6539
0.0519517,0.106985,0.0523,0.153648,89.5723
0.0528917,0.10662,0.0523,0.153648,90.7208
0.05364,0.10663,0.0523,0.153648,91.6324
0.0542017,0.106448,0.0523,0.153648,92.3071
0.05514,0.106272,0.0523,0.153648,93.4305
0.05608,0.105908,0.0523,0.153648,94.5272
0.05683,0.105728,0.0523,0.153648,95.4002
0.0575783,0.105737,0.0523,0.153648,96.2868
0.0585133,0.105748,0.0523,0.153648,97.3908
0.059265,0.105567,0.0523,0.153648,98.2424
0.0602,0.105578,0.0523,0.153648,99.3327
0.0611367,0.105403,0.0523,0.153648,100.379
0.06226,0.105415,0.0523,0.153648,101.667
0.06282,0.105422,0.0523,0.153648,102.306
0.06376,0.105057,0.0523,0.153648,103.27
0.06451,0.104878,0.0523,0.153648,104.056
0.0652633,0.104513,0.0523,0.153648,104.78
0.0662033,0.104148,0.0523,0.153648,105.689
0.066955,0.103595,0.0523,0.153648,106.319
0.0675267,0.102852,0.0904817,0.134372,53.9353
0.0680983,0.101925,0.0904817,0.134372,55.4001
0.0686683,0.101182,0.0904817,0.134372,56.686
0.069425,0.100442,0.0904817,0.134372,58.1766
0.0699883,0.100262,0.0904817,0.134372,59.0024
0.070925,0.100083,0.0904817,0.134372,60.3013
0.0718633,0.0999083,0.0904817,0.134372,61.6204
0.0728,0.0997317,0.0904817,0.134372,62.9583
0.0735483,0.0997383,0.0904817,0.134372,63.9445
0.0742967,0.0997467,0.0904817,0.134372,64.9468
0.075235,0.0995683,0.0904817,0.134372,66.3427
0.075985,0.0993917,0.0904817,0.134372,67.4895
0.076925,0.0990283,0.0904817,0.134372,69.0146
0.077675,0.0988483,0.0904817,0.134372,70.175
0.0786133,0.0986717,0.0904817,0.134372,71.6108
0.07974,0.09831,0.0904817,0.134372,73.4128
0.08049,0.0981317,0.0904817,0.134372,74.586
0.08143,0.0977683,0.0904817,0.134372,76.1099
0.08218,0.0975883,0.0904817,0.134372,77.2819
0.0831183,0.097225,0.0904817,0.134372,78.788
0.08387,0.0970467,0.0904817,0.134372,79.9549
0.0846217,0.096865,0.0904817,0.134372,81.1199
0.0855583,0.09669,0.0904817,0.134372,82.5561
0.0863117,0.0963233,0.0904817,0.134372,83.7455
0.0872483,0.096145,0.0904817,0.134372,85.1652
0.087815,0.09578,0.0904817,0.134372,86.0471
0.0885717,0.0950383,0.0904817,0.134372,87.2199
0.0893267,0.0944867,0.0904817,0.134372,88.3412
0.09008,0.0939333,0.0904817,0.134372,89.4309
0.09084,0.093005,0.0904817,0.134372,90.4963
0.09159,0.0928267,0.0904817,0.134372,91.5281
0.0921533,0.092645,0.119602,0.120222,45.1336
0.0932833,0.0920967,0.119602,0.120222,46.9006
0.093845,0.091915,0.119602,0.120222,47.7004
0.0949717,0.0917383,0.119602,0.120222,49.1494
0.0957217,0.0915617,0.119602,0.120222,50.1983
0.09666,0.0911983,0.119602,0.120222,51.6751
0.0976,0.09102,0.119602,0.120222,53.0042
0.09835,0.0908417,0.119602,0.120222,54.1203
0.09929,0.0904783,0.119602,0.120222,55.6708
0.10004,0.0902983,0.119602,0.120222,56.8262
0.100792,0.0899333,0.119602,0.120222,58.1584
0.101545,0.0895667,0.119602,0.120222,59.5006
0.102485,0.0892033,0.119602,0.120222,61.1089
0.103428,0.0886517,0.119602,0.120222,62.8738
0.104562,0.0877283,0.119602,0.120222,65.1622
0.105503,0.0871767,0.119602,0.120222,66.8949
0.10607,0.0866217,0.119602,0.120222,68.0639
0.107013,0.08607,0.119602,0.120222,69.766
0.108142,0.0855217,0.119602,0.120222,71.7236
0.108897,0.0849683,0.119602,0.120222,73.1085
0.10965,0.0846017,0.119602,0.120222,74.3904
0.1104,0.0844233,0.119602,0.120222,75.5846
0.110962,0.0844283,0.119602,0.120222,76.4292
0.111898,0.0844383,0.119602,0.120222,77.8509
0.112833,0.0844467,0.119602,0.120222,79.2867
0.113772,0.0842717,0.119602,0.120222,80.7885
0.11471,0.084095,0.119602,0.120222,82.2888
0.115648,0.0839183,0.119602,0.120222,83.7851
0.116398,0.0837383,0.119602,0.120222,84.9821
0.117152,0.0833733,0.119602,0.120222,86.196
0.11809,0.0831967,0.119602,0.120222,87.662
0.118845,0.0826433,0.119602,0.120222,88.8464
0.119972,0.08228,0.119602,0.120222,90.5587
0.121097,0.082105,0.119602,0.120222,92.246
0.122035,0.0819283,0.119602,0.120222,93.6359
0.12297,0.0819383,0.119602,0.120222,95.0282
0.12372,0.0819467,0.119602,0.120222,96.1413
0.124468,0.081955,0.119602,0.120222,97.2478
0.125402,0.0821517,0.119602,0.120222,98.6624
0.126523,0.0823517,0.119602,0.120222,100.358
0.127455,0.082735,0.119602,0.120222,101.832
0.128202,0.0829317,0.119602,0.120222,102.987
0.129325,0.0829433,0.119602,0.120222,104.619
0.130445,0.0831417,0.119602,0.120222,106.301
0.131007,0.0831483,0.119602,0.120222,107.1
0.132318,0.0831617,0.119602,0.120222,108.939
0.132877,0.083355,0.119602,0.120222,109.803
0.133627,0.0833633,0.119602,0.120222,110.832
0.134373,0.0835583,0.119602,0.120222,111.945
0.135305,0.0839433,0.119602,0.120222,113.406
0.136237,0.0843283,0.119602,0.120222,114.866
0.137168,0.08471,0.119602,0.120222,116.32
0.138098,0.0852833,0.119602,0.120222,117.897
0.138838,0.0860383,0.119602,0.120222,119.369
0.139577,0.0867967,0.119602,0.120222,120.863
0.140317,0.0877417,0.119602,0.120222,122.529
0.141057,0.0884983,0.119602,0.120222,124.071
0.141612,0.089065,0.119602,0.120222,125.239
0.14235,0.0900083,0.119602,0.120222,126.977
0.142712,0.0911367,0.119602,0.120222,128.47
0.143262,0.092265,0.119602,0.120222,130.242
0.143625,0.093205,0.119602,0.120222,131.644
0.144175,0.0941467,0.119602,0.120222,133.302
0.144725,0.095275,0.119602,0.120222,135.202
0.144902,0.0960267,0.119602,0.120222,136.279
0.145265,0.0969667,0.119602,0.120222,137.819
0.14563,0.0979067,0.119602,0.120222,139.392
0.145812,0.0984683,0.119602,0.120222,140.309
0.14599,0.0990333,0.119602,0.120222,141.238
0.146167,0.100158,0.119602,0.120222,142.938
0.146157,0.101093,0.119602,0.120222,144.234
0.146142,0.102403,0.119602,0.120222,146.124
0.146132,0.10315,0.119602,0.120222,147.239
0.146123,0.103902,0.119602,0.120222,148.394
0.14593,0.10446,0.119602,0.120222,149.093
0.145735,0.105207,0.119602,0.120222,150.12
0.145723,0.106143,0.119602,0.120222,151.677
0.145528,0.106888,0.119602,0.120222,152.785
0.14533,0.107823,0.119602,0.120222,154.271
0.14532,0.108758,0.119602,0.120222,155.976
0.145122,0.109692,0.119602,0.120222,157.578
0.144737,0.110623,0.119602,0.120222,159.1
0.144537,0.111745,0.119602,0.120222,161.225
0.144153,0.112488,0.119602,0.120222,162.517
0.143578,0.113605,0.119602,0.120222,164.573
0.142818,0.11472,0.119602,0.120222,166.669
0.14225,0.115275,0.119602,0.120222,167.679
0.141497,0.115642,0.119602,0.120222,168.185
0.140745,0.11582,0.119602,0.120222,168.24
0.139992,0.116187,0.119602,0.120222,168.806
0.13924,0.116552,0.119602,0.120222,169.415
0.138488,0.116545,0.119602,0.120222,168.984
0.137927,0.116725,0.119602,0.120222,169.197
0.137177,0.116717,0.0904817,0.134372,159.289
0.136242,0.116707,0.0904817,0.134372,158.892
0.135305,0.116697,0.0904817,0.134372,158.479
0.134555,0.116688,0.119602,0.120222,166.705
0.133807,0.11668,0.119602,0.120222,166
0.133058,0.116672,0.119602,0.120222,165.222
0.131937,0.11666,0.0904817,0.134372,156.865
0.130998,0.116837,0.0904817,0.134372,156.598
0.130247,0.117015,0.0904817,0.134372,156.42
0.129305,0.117567,0.119602,0.120222,164.698
0.128553,0.117745,0.119602,0.120222,164.535
0.127987,0.1183,0.119602,0.120222,167.092
0.127047,0.118665,0.0904817,0.134372,156.754
0.126668,0.119035,0.0904817,0.134372,157.032
0.12591,0.119775,0.0904817,0.134372,157.608
0.125345,0.120143,0.119602,0.120222,179.219
0.124778,0.120512,0.119602,0.120222,183.206
0.124028,0.12069,0.119602,0.120222,186.039
0.12309,0.120867,0.0904817,0.134372,157.503
0.122342,0.120858,0.0904817,0.134372,157.016
0.121593,0.12085,0.0904817,0.134372,156.509
0.120845,0.120842,0.119602,0.120222,206.503
0.12047,0.120838,0.119602,0.120222,215.381
0.119352,0.120452,0.119602,0.120222,317.386
0.118418,0.120255,0.0904817,0.134372,153.192
0.117483,0.120057,0.0904817,0.134372,152.07
0.116548,0.120047,0.0904817,0.134372,151.209
0.115613,0.120037,0.119602,0.120222,2.65579
0.115048,0.120217,0.119602,0.120222,0.0629578
0.114483,0.120585,0.119602,0.120222,355.94
0.113542,0.121137,0.0904817,0.134372,150.147
0.1126,0.121687,0.0904817,0.134372,150.165
0.111847,0.122053,0.0904817,0.134372,150.034
0.110715,0.12279,0.119602,0.120222,343.88
0.109775,0.123153,0.119602,0.120222,343.388
0.10902,0.123707,0.119602,0.120222,341.771
0.108268,0.124072,0.0904817,0.134372,149.926
0.1077,0.124627,0.0904817,0.134372,150.492
0.107133,0.125182,0.0904817,0.134372,151.106
0.106373,0.12611,0.119602,0.120222,336.005
0.105615,0.127037,0.0523,0.153648,153.474
0.104862,0.127402,0.0523,0.153648,153.465
0.10411,0.127768,0.0904817,0.134372,154.148
0.103355,0.128322,0.0904817,0.134372,154.828
0.1026,0.128687,0.0904817,0.134372,154.868
0.101662,0.129052,0.0523,0.153648,153.513
0.100907,0.129603,0.0523,0.153648,153.679
0.100342,0.129972,0.0523,0.153648,153.764
0.0994017,0.130335,0.0904817,0.134372,155.651
0.0984617,0.1307,0.0904817,0.134372,155.292
0.097895,0.131067,0.0904817,0.134372,155.972
0.0969567,0.131432,0.0523,0.153648,153.55
0.09583,0.131793,0.0523,0.153648,153.34
0.0948867,0.132343,0.0523,0.153648,153.422
0.0943217,0.132898,0.0904817,0.134372,159.009
0.0939433,0.133268,0.0904817,0.134372,162.321
0.092995,0.13438,0.0904817,0.134372,180.19
0.0920533,0.13493,0.0523,0.153648,154.786
0.0912967,0.135672,0.0523,0.153648,155.251
0.0907283,0.136227,0.0523,0.153648,155.613
0.0901617,0.136782,0.0904817,0.134372,277.564
0.089595,0.13715,0.0904817,0.134372,287.7
0.0888383,0.13789,0.0904817,0.134372,295.036
0.08846,0.13826,0.0523,0.153648,156.947
0.0878933,0.138815,0.0523,0.153648,157.376
0.0871367,0.139553,0.0523,0.153648,157.972
0.086195,0.140103,0.0904817,0.134372,306.793
0.0856283,0.140473,0.0904817,0.134372,308.499
0.0848767,0.140838,0.0904817,0.134372,310.917
0.0839367,0.141203,0.0523,0.153648,158.527
0.0831867,0.141382,0.0523,0.153648,158.339
0.0822467,0.141745,0.0523,0.153648,158.323
0.0813067,0.142108,0.0904817,0.134372,319.861
0.080555,0.142475,0.0904817,0.134372,320.775
0.0798,0.14284,0.0904817,0.134372,321.593
0.0790533,0.14283,0.0523,0.153648,157.983
0.078115,0.143197,0.0523,0.153648,157.959
0.0771733,0.143747,0.0523,0.153648,158.293
0.0766117,0.14374,0.0904817,0.134372,325.963
0.07586,0.144107,0.0904817,0.134372,326.345
0.0747333,0.144468,0.0904817,0.134372,327.335
0.0736033,0.145017,0.0904817,0.134372,327.761
0.0728533,0.145195,0.0904817,0.134372,328.451
0.0719117,0.14556,0.0523,0.153648,157.588
0.0709767,0.145737,0.0523,0.153648,157.042
0.0702267,0.145915,0.0523,0.153648,156.665
0.0694783,0.145907,0.0523,0.153648,155.741
0.0687283,0.145897,0.0523,0.153648,154.74
0.0677917,0.146075,0.0311733,0.164572,153.201
0.0668567,0.146065,0.0311733,0.164572,152.587
0.06592,0.146242,0.0311733,0.164572,152.187
0.0653583,0.146235,0.0523,0.153648,150.416
0.0644183,0.146598,0.0523,0.153648,149.811
0.0636683,0.146777,0.0523,0.153648,148.849
0.0627317,0.146953,0.0311733,0.164572,150.826
0.0619783,0.14732,0.0311733,0.164572,150.75
0.06104,0.147683,0.0311733,0.164572,150.514
0.0602867,0.14805,0.0523,0.153648,144.971
0.0593483,0.148413,0.0523,0.153648,143.398
0.0585967,0.148592,0.0523,0.153648,141.233
0.057655,0.149142,0.0311733,0.164572,149.772
0.05653,0.149502,0.0311733,0.164572,149.276
0.055775,0.150057,0.0311733,0.164572,149.459
0.054835,0.15042,0.0523,0.153648,128.14
0.0538917,0.150972,0.0523,0.153648,120.738
0.05333,0.151152,0.0523,0.153648,112.419
0.0522033,0.151513,0.0311733,0.164572,148.162
0.0512633,0.152065,0.0311733,0.164572,148.096
0.0503217,0.152428,0.0311733,0.164572,147.618
0.0491967,0.15279,0.0523,0.153648,15.4607
0.0484433,0.153153,0.0523,0.153648,7.3139
0.0476917,0.153522,0.0523,0.153648,1.57443
0.04675,0.154072,0.0311733,0.164572,146.017
0.0458083,0.154623,0.0311733,0.164572,145.794
0.0452433,0.15499,0.0311733,0.164572,145.745
0.0444917,0.155357,0.0523,0.153648,347.659
0.0437383,0.155722,0.0523,0.153648,346.387
0.0429833,0.156275,0.0523,0.153648,344.255
0.042235,0.156453,0.0311733,0.164572,143.724
0.04129,0.157192,0.0311733,0.164572,143.89
0.0407233,0.157747,0.0311733,0.164572,144.448
0.0399667,0.1583,0.0311733,0.164572,144.502
0.0395883,0.158857,0.0311733,0.164572,145.818
0.0388367,0.159222,0.0311733,0.164572,145.08
0.0380817,0.159775,0.0311733,0.164572,145.227
0.03714,0.160325,0.0311733,0.164572,144.559
0.036385,0.160878,0.0311733,0.164572,144.676
0.035445,0.161428,0.0311733,0.164572,143.652
0.0348783,0.161797,0.0217517,0.160803,184.327
0.0341267,0.162163,0.0217517,0.160803,186.272
0.033375,0.162528,0.0217517,0.160803,188.442
0.03262,0.163082,0.0217517,0.160803,191.839
0.03187,0.16326,0.0217517,0.160803,193.647
0.0311167,0.163627,0.0217517,0.160803,196.777
0.03018,0.163803,0.0217517,0.160803,199.593
0.02943,0.163982,0.0217517,0.160803,202.486
0.0286817,0.163973,0.0217517,0.160803,204.581
0.0279333,0.163965,0.0217517,0.160803,207.088
0.027185,0.163957,0.0217517,0.160803,210.13
0.0264367,0.163948,0.0217517,0.160803,213.873
0.0255,0.164125,0.0217517,0.160803,221.546
0.0247483,0.164303,0.0217517,0.160803,229.43
0.0239967,0.16467,0.02187,0.169618,113.257
0.023245,0.164848,0.02187,0.169618,106.08
0.0224933,0.165213,0.0214867,0.178412,94.3616
0.0219283,0.165582,0.0214867,0.178412,91.9716
0.0211733,0.166133,0.0214867,0.178412,88.5382
0.0206067,0.16669,0.0214867,0.178412,85.7066
0.0204117,0.167435,0.0214867,0.178412,84.4066
0.0200283,0.16818,0.0214867,0.178412,81.8882
0.02002,0.168928,0.0214867,0.178412,81.2084
0.0196383,0.169672,0.0214867,0.178412,78.0591
0.019255,0.170417,0.0214867,0.178412,74.4038
0.01906,0.171162,0.0214867,0.178412,71.494
0.0188633,0.172095,0.0214867,0.178412,67.4467
0.0186667,0.172842,0.0214867,0.178412,63.1476
0.0186567,0.173777,0.0214867,0.178412,58.5929
0.0186467,0.174712,0.0214867,0.178412,52.4913
0.0186383,0.17546,0.021115,0.186953,77.8394
0.0186283,0.176395,0.021115,0.186953,76.7474
0.01862,0.177143,0.021115,0.186953,75.7304
