0.000766667,0.00117833,0,0.00887833,328.927
0.000978333,0.001335,0,0.00887833,330.63
0.00113667,0.00154667,0,0.00887833,332.053
0.00129333,0.00175667,0,0.00887833,333.533
0.001455,0.00186167,0,0.00887833,334.956
0.00166667,0.00201833,0,0.00887833,336.896
0.001825,0.00212333,0,0.00887833,338.359
0.00203667,0.00228,0,0.00887833,340.394
0.00224833,0.00238667,0,0.00887833,342.344
0.00246,0.00249,0,0.00887833,344.301
0.00261833,0.00264667,0,0.00887833,346.031
0.00277833,0.00286,0,0.00887833,348.021
0.00299,0.00296333,0,0.00887833,350.057
0.00314833,0.00312167,0,0.00887833,351.915
0.00336,0.00322667,0,0.00887833,353.973
0.00357167,0.00333167,0,0.00887833,356.02
0.00378333,0.00338333,0,0.00887833,357.788
0.003995,0.003435,0,0.00887833,359.516
0.00426,0.00353833,0,0.00887833,1.82129
0.00447167,0.00364333,0,0.00887833,3.74316
0.004685,0.00374833,0,0.00887833,5.64355
0.00489667,0.0038,0,0.00887833,7.19629
0.00510833,0.00385167,0,0.00887833,8.70215
0.00526667,0.00390333,0,0.00887833,9.87109
0.00553167,0.00406167,0,0.00887833,12.1924
0.005745,0.00422,0,0.00887833,14.2031
0.00590333,0.00437667,0,0.00887833,15.9131
0.006115,0.004535,0,0.00887833,17.8545
0.00638,0.00469167,0,0.00887833,19.9658
0.00659333,0.00479667,0,0.00887833,21.4805
0.006805,0.0049,0,0.00887833,22.9297
0.00707,0.00500667,0,0.00887833,24.5342
0.00728167,0.00511167,0,0.00887833,25.8887
0.007495,0.00516333,0,0.00887833,26.875
0.00776,0.005215,0,0.00887833,27.9688
0.008025,0.00526667,0,0.00887833,29.0098
0.00818333,0.005265,0,0.00887833,29.416
0.00845,0.00531667,0,0.00887833,30.3848
0.00876833,0.00542167,0,0.00887833,31.7246
0.00903333,0.00552667,0,0.00887833,32.8838
0.00935167,0.005525,0,0.00887833,33.5127
0.00956333,0.00563,0,0.00887833,34.4795
0.00988333,0.00573333,0.00887833,0.00888667,340.918
0.010095,0.005785,0.00887833,0.00888667,344.658
0.0103067,0.00583667,0.00887833,0.00888667,348.335
0.0105733,0.00588833,0.00887833,0.00888667,352.721
0.0107833,0.00594167,0.00887833,0.00888667,356.138
0.0110517,0.00599333,0.00887833,0.00888667,0.151367
0.0112083,0.00604333,0.00887833,0.00888667,2.57324
0.01153,0.00609667,0.00887833,0.00888667,6.78418
0.0116883,0.006095,0.00887833,0.00888667,8.42773
0.0120617,0.00614667,0.00887833,0.00888667,12.5205
0.01238,0.006145,0.00887833,0.00888667,15.1807
0.012645,0.00614333,0.00887833,0.00888667,17.1738
0.0128583,0.006195,0.00887833,0.00888667,19.1709
0.0130717,0.00619333,0.00887833,0.00888667,20.5283
0.0132833,0.00624667,0.00887833,0.00888667,22.3047
0.01355,0.00629833,0.00887833,0.00888667,24.252
0.0137617,0.00640333,0.00887833,0.00888667,26.2852
0.0140283,0.006455,0.00887833,0.00888667,27.9648
0.0142417,0.00655833,0.00887833,0.00888667,29.7744
0.0144017,0.006665,0.00887833,0.00888667,31.3281
0.0146667,0.00677,0.00887833,0.00888667,33.1533
0.0148267,0.00698167,0.00887833,0.00888667,35.4814
0.0149333,0.00714,0.00887833,0.00888667,37.1484
0.015145,0.00729833,0.00887833,0.00888667,39.0176
0.015305,0.00751,0.00887833,0.00888667,41.1504
0.015465,0.00772167,0.00887833,0.00888667,43.21
0.015625,0.00788,0.00887833,0.00888667,44.7529
0.0158383,0.00803833,0.01777,0.00888667,256.95
0.0159967,0.00819667,0.01777,0.00888667,254.502
0.0161567,0.008355,0.01777,0.00888667,251.48
0.0163167,0.00851333,0,0.00888667,51.9287
0.01653,0.00867,0,0.00888667,52.4883
0.01669,0.00883,0,0.00888667,53.0459
0.0169033,0.00898833,0.01777,0.00888667,226.55
0.017115,0.00914667,0.01777,0.00888667,211.59
0.0172217,0.00935833,0.01777,0.00888667,192.539
0.0173817,0.00946333,0,0.00888667,55.1406
0.0175417,0.009675,0,0.00888667,55.8135
0.0177017,0.00983167,0,0.00888667,56.2959
0.0178617,0.00994,0.01777,0.00888667,138.267
0.0180217,0.0101517,0.01777,0.00888667,131.988
0.018235,0.01031,0.01777,0.00888667,125.148
0.018395,0.0104683,0,0.00888667,58.1553
0.0186083,0.0105733,0,0.00888667,58.4199
0.0188217,0.010625,0,0.00888667,58.5166
0.0190333,0.0107833,0.01777,0.00888667,109.574
0.0192467,0.01089,0.01777,0.00888667,106.847
0.01946,0.010995,0.01777,0.00888667,104.525
0.01962,0.0111,0,0.00888667,59.6768
0.0198333,0.011205,0,0.00888667,59.9072
0.0199933,0.0112583,0,0.00888667,60.0049
0.02026,0.0113633,0.01777,0.00888667,98.0859
0.02058,0.011415,0.01777,0.00888667,95.2197
0.0208983,0.0114667,0.01777,0.00888667,92.7529
0.021275,0.0115183,0.01777,0.00888667,90.1406
0.021595,0.01157,0.01777,0.00888667,88.291
0.021915,0.01157,0.01777,0.00888667,86.1572
0.022235,0.0116217,0.01777,0.00888667,84.7305
0.0226083,0.01162,0.01777,0.00888667,82.7041
0.0228217,0.0116183,0.01777,0.00888667,81.6426
0.02309,0.0116717,0.01777,0.00888667,80.8721
0.0233033,0.0117233,0.01777,0.00888667,80.3818
0.0235167,0.0117217,0.01777,0.00888667,79.499
0.0237833,0.011775,0.01777,0.00888667,78.8965
0.0239433,0.0117733,0.01777,0.00888667,78.3018
0.024265,0.0118783,0.01777,0.00888667,77.9717
0.0245317,0.0119317,0.01777,0.00888667,77.4844
0.0247983,0.0119833,0.02667,0.00888667,174.389
0.025065,0.0119817,0.02667,0.00888667,170.65
0.02528,0.0119817,0.02667,0.00888667,167.426
0.0255467,0.01198,0.02667,0.00888667,163.198
